x2_1,y2_1,x2_2,y2_2,x2_3,y2_3,x2_4,y2_4,x2_5,y2_5,img_paths
86,166,158,111,135,12,52,43,12,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_640.png
81,145,153,107,132,29,49,45,35,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_641.png
85,163,138,99,128,38,56,53,41,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_642.png
96,127,125,102,112,38,69,63,40,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_643.png
90,155,151,101,125,34,55,54,31,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_644.png
90,167,164,103,132,7,55,49,16,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_645.png
97,148,144,107,140,17,45,35,11,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_646.png
84,136,112,87,99,74,77,53,43,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_647.png
89,164,145,95,131,49,49,49,34,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_648.png
89,148,148,96,113,31,58,55,21,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_649.png
101,153,126,97,134,35,61,55,47,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_650.png
81,144,148,105,125,32,54,42,40,114,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_651.png
87,141,150,115,116,44,60,39,31,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_652.png
78,150,149,88,118,28,61,57,34,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_653.png
83,152,154,96,125,45,53,47,22,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_654.png
93,164,140,104,139,22,41,28,28,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_655.png
99,138,137,109,126,23,58,53,15,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_656.png
89,129,131,104,102,52,69,69,48,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_657.png
91,158,125,94,131,34,61,62,50,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_658.png
92,141,140,108,116,44,49,47,30,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_659.png
97,150,144,106,142,24,57,51,25,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_661.png
91,141,127,91,113,63,56,54,52,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_662.png
91,162,164,92,137,40,51,46,14,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_663.png
94,136,133,104,126,28,64,60,30,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_664.png
79,147,152,92,116,47,52,46,23,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_665.png
75,139,142,105,123,33,42,46,46,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_666.png
97,150,148,92,139,26,60,55,36,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_667.png
86,159,168,95,129,21,57,48,15,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_668.png
78,122,139,93,118,56,26,19,55,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_669.png
80,124,143,92,101,62,41,38,55,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_670.png
87,163,157,85,121,45,42,19,14,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_671.png
88,144,129,96,124,38,62,56,45,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_672.png
81,131,143,96,117,59,34,20,52,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_673.png
90,170,157,103,138,7,56,52,27,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_674.png
80,128,154,107,111,48,61,46,39,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_675.png
79,145,159,97,121,54,46,17,31,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_676.png
89,145,144,99,113,53,50,37,43,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_677.png
75,156,152,91,116,51,34,19,36,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_678.png
77,161,155,85,118,45,25,15,18,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_679.png
86,123,120,86,102,70,76,54,58,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_680.png
88,150,145,106,125,28,58,54,21,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_681.png
88,139,158,107,111,41,65,57,17,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_682.png
99,130,129,102,105,45,71,71,47,93,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_683.png
98,136,118,99,128,31,67,65,59,93,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_684.png
95,153,132,100,143,25,56,51,35,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_685.png
102,153,141,105,140,19,51,46,24,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_686.png
78,141,154,103,120,49,44,37,37,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_687.png
84,163,149,95,122,49,36,40,24,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_688.png
83,145,152,98,123,34,64,59,24,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_689.png
88,144,165,108,113,50,54,35,28,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_690.png
82,130,131,100,118,54,51,47,58,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_691.png
77,134,149,101,119,38,58,48,43,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_692.png
82,146,147,105,124,30,56,49,30,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_693.png
83,120,158,97,111,56,44,29,60,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_694.png
82,166,163,94,137,16,53,49,17,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_695.png
82,163,150,97,128,44,46,43,26,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_696.png
93,151,139,101,137,13,60,55,28,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_697.png
88,131,139,99,111,46,65,66,41,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_698.png
99,132,121,95,118,53,67,66,56,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_699.png
78,134,149,87,118,39,54,47,37,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_700.png
90,147,142,101,121,29,64,61,40,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_701.png
94,155,143,105,135,30,44,34,23,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_702.png
78,132,148,91,116,50,55,46,40,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_703.png
90,137,134,96,116,43,67,65,50,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_705.png
78,124,150,105,110,52,46,47,47,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_706.png
79,133,154,101,116,51,43,27,46,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_707.png
99,140,129,96,133,20,67,64,49,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_708.png
84,149,158,99,118,51,48,30,38,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_709.png
83,156,150,95,116,52,45,25,27,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_710.png
85,168,168,102,123,43,35,14,8,115,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_711.png
95,164,150,100,140,19,57,50,24,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_712.png
95,158,140,106,133,27,38,36,33,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_713.png
92,134,129,97,105,39,64,67,44,91,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_714.png
98,138,130,102,136,31,53,51,34,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_715.png
84,116,118,89,100,70,52,52,63,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_716.png
93,135,142,105,113,37,53,44,22,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_717.png
79,126,166,98,109,55,53,38,51,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_718.png
97,125,131,99,102,46,72,64,47,90,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_719.png
85,150,123,98,116,51,62,60,57,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_720.png
88,134,158,104,116,53,61,42,44,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_721.png
86,157,137,110,121,11,55,59,33,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_722.png
84,123,118,87,106,64,55,55,65,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_723.png
88,171,135,100,130,36,47,38,45,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_724.png
84,143,159,97,115,52,55,36,23,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_725.png
99,147,143,103,143,14,62,52,33,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_726.png
87,171,142,105,129,35,40,30,37,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_727.png
84,118,124,108,109,59,69,60,17,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_728.png
90,136,140,106,118,44,62,51,32,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_729.png
92,150,143,93,119,28,62,60,42,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_803.png
94,168,159,97,133,35,48,36,20,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_804.png
89,131,165,102,113,51,60,45,32,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_805.png
96,137,142,109,122,36,52,42,18,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_806.png
80,166,163,112,142,11,44,27,19,115,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_807.png
96,157,162,107,133,25,56,45,18,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_808.png
93,141,143,100,120,36,64,61,21,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_809.png
73,145,151,105,134,28,42,39,40,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_810.png
84,134,132,84,106,66,79,49,47,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_811.png
83,128,128,87,110,66,44,45,60,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_812.png
91,155,161,104,135,24,62,52,19,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_813.png
86,157,142,96,121,58,46,36,34,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_814.png
95,144,139,100,117,56,47,49,42,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_815.png
95,120,118,101,110,56,64,63,52,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_816.png
88,159,141,93,134,29,46,40,40,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_817.png
96,138,124,101,129,29,63,57,43,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_818.png
88,144,172,104,118,51,57,34,23,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_819.png
94,149,148,115,130,30,49,32,18,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_820.png
92,145,140,101,112,57,50,38,46,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_821.png
81,131,134,90,117,61,46,36,55,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_822.png
86,122,140,101,109,55,68,55,51,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_823.png
79,148,155,107,132,33,46,22,40,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_824.png
88,152,154,104,124,27,62,53,18,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_825.png
85,120,151,100,100,59,68,59,40,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_826.png
90,140,140,107,124,39,64,54,31,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_827.png
79,137,153,103,112,53,44,36,45,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_828.png
85,136,164,103,119,54,60,30,40,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_829.png
91,142,128,99,116,45,55,44,50,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_830.png
80,137,139,98,118,58,46,47,49,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_831.png
99,160,147,114,144,9,50,45,5,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_832.png
97,143,139,104,140,13,63,53,24,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_833.png
90,150,147,103,136,28,63,56,23,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_834.png
85,132,144,106,117,49,63,49,36,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_835.png
94,120,120,98,119,52,70,61,49,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_836.png
82,131,125,91,113,69,53,39,56,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_837.png
94,112,114,97,104,47,73,61,31,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_838.png
88,160,168,104,137,31,51,44,11,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_839.png
79,135,127,93,118,62,56,54,58,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_840.png
96,158,141,101,127,43,53,48,39,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_841.png
94,140,140,104,128,37,56,45,27,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_842.png
91,145,141,108,140,19,63,54,24,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_843.png
86,155,154,97,130,24,60,57,27,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_844.png
93,160,137,113,131,39,49,36,31,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_845.png
85,165,131,104,127,47,50,48,49,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_846.png
90,117,109,99,139,30,69,60,41,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_847.png
83,144,154,100,134,45,43,26,44,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_848.png
88,125,132,102,106,63,73,71,22,94,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_849.png
80,130,138,111,122,52,69,60,26,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_850.png
89,147,132,93,128,37,59,54,44,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_851.png
96,155,159,113,120,35,44,22,23,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_852.png
81,138,130,102,116,54,58,54,52,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_853.png
80,134,124,92,111,64,48,48,62,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_854.png
92,162,147,99,121,51,44,29,34,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_855.png
95,165,146,104,136,29,59,50,39,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_856.png
115,179,155,88,130,40,31,30,16,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_857.png
100,137,128,102,147,16,63,54,33,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_858.png
98,145,141,110,151,15,54,42,8,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_859.png
93,139,136,99,118,62,59,52,43,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_860.png
90,154,139,109,132,31,49,34,32,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_862.png
89,153,137,104,124,26,57,52,33,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_863.png
93,148,153,107,134,29,47,30,8,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_864.png
88,128,167,106,115,57,65,49,43,115,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_865.png
86,170,153,102,140,41,50,50,30,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_866.png
95,128,133,104,107,44,68,61,29,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_867.png
77,134,136,86,113,67,82,47,48,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_868.png
81,145,149,112,123,48,41,28,45,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_869.png
84,132,150,98,115,61,43,29,51,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_870.png
98,139,134,107,124,22,50,48,22,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_871.png
97,138,127,102,142,22,63,58,40,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_872.png
97,142,134,99,131,31,61,56,40,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_873.png
82,133,170,106,115,55,71,43,27,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_874.png
92,159,165,105,124,17,60,48,20,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_875.png
85,135,155,122,112,44,64,52,14,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_876.png
83,151,146,107,121,43,38,31,46,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_877.png
89,144,126,101,111,57,56,49,56,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_878.png
94,146,152,106,118,27,60,53,14,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_879.png
86,147,163,103,124,32,62,51,16,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_880.png
90,135,145,108,118,43,63,53,25,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_881.png
90,153,139,97,126,21,62,59,44,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_882.png
79,124,148,109,116,52,63,53,39,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_883.png
95,172,162,94,133,49,38,12,14,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_884.png
94,137,135,107,129,29,60,45,20,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_885.png
97,159,152,108,135,7,57,52,23,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_886.png
92,155,153,104,137,35,57,46,25,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_887.png
97,144,146,100,147,14,59,57,26,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_888.png
76,136,140,92,117,51,38,50,51,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_889.png
92,159,158,102,137,31,60,45,25,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_890.png
84,164,144,101,122,56,42,32,37,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_891.png
92,161,145,103,147,22,45,40,24,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_892.png
91,135,151,95,110,47,54,46,28,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_893.png
79,124,152,101,118,62,45,23,54,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_894.png
96,159,142,107,139,22,51,34,28,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_895.png
84,152,151,102,123,49,45,45,30,115,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_896.png
92,144,135,106,118,35,60,49,38,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_897.png
85,140,165,105,112,51,63,39,32,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_898.png
90,130,146,101,102,50,72,57,37,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_899.png
95,130,120,106,105,38,68,65,51,84,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_900.png
88,167,156,106,135,23,55,46,24,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_901.png
99,138,135,106,102,29,59,59,29,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_902.png
97,147,128,100,130,35,53,49,44,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_903.png
89,133,169,100,122,51,60,44,29,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_904.png
102,155,159,100,118,44,28,35,32,116,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_905.png
86,128,140,94,112,61,47,43,53,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_906.png
81,149,160,98,129,43,45,36,32,115,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_907.png
87,142,152,95,122,52,28,25,45,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_908.png
101,153,145,105,134,31,43,32,23,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_909.png
89,141,153,99,115,57,29,27,47,111,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_910.png
96,149,146,109,123,43,38,35,35,113,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_911.png
101,149,144,90,125,51,49,55,33,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_912.png
85,160,158,97,124,48,36,22,19,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_913.png
90,163,170,115,140,17,53,43,8,115,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_914.png
85,150,143,95,122,49,55,46,34,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_915.png
87,156,141,98,117,57,40,39,47,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_916.png
85,136,162,105,124,41,53,39,36,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_917.png
84,159,144,96,125,26,62,53,39,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_918.png
92,149,146,109,131,29,64,58,35,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_919.png
79,137,123,97,112,65,56,55,61,99,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_920.png
89,166,153,103,129,39,37,22,27,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_921.png
91,144,174,105,121,33,51,33,25,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_922.png
93,148,156,113,128,42,54,41,18,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_923.png
79,135,142,114,120,46,41,37,50,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_924.png
93,128,119,105,114,48,63,55,48,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_925.png
83,130,149,95,114,61,35,34,51,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_926.png
87,144,148,110,129,37,49,38,40,109,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_927.png
84,131,155,107,109,57,56,49,30,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_929.png
84,132,149,104,111,48,68,61,28,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_930.png
100,143,136,99,121,43,57,51,41,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_931.png
93,143,136,111,120,52,57,43,37,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_932.png
97,150,134,105,135,24,54,40,32,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_933.png
86,156,174,106,132,30,19,10,32,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_934.png
101,155,144,101,127,36,37,38,33,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_935.png
84,138,139,99,113,61,47,51,40,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_936.png
86,164,123,97,119,57,57,56,58,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_937.png
94,137,141,104,115,31,67,55,26,97,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_938.png
91,124,139,111,108,54,71,63,30,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_939.png
89,146,158,110,124,46,51,34,28,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_940.png
95,159,162,104,133,36,52,43,23,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_941.png
92,160,130,108,122,46,54,43,44,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_942.png
88,140,152,117,116,39,65,51,16,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_943.png
93,146,141,106,135,28,52,33,19,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_944.png
99,146,121,95,126,43,67,56,55,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_945.png
84,128,148,107,118,51,70,51,32,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_946.png
87,160,127,97,120,56,57,53,53,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_947.png
84,137,146,97,127,52,48,41,49,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_948.png
90,137,161,104,116,58,51,40,31,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_949.png
84,131,141,116,118,47,67,60,22,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_950.png
81,136,137,96,117,64,39,24,53,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_951.png
82,150,165,106,132,37,28,14,40,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_952.png
95,145,127,101,132,29,66,57,46,93,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_953.png
87,149,170,99,122,31,56,45,12,110,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_954.png
88,140,147,109,124,39,67,55,26,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_955.png
99,143,132,104,132,25,66,55,47,95,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_956.png
79,136,121,95,114,68,57,52,61,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_957.png
85,137,143,104,110,41,65,57,33,98,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_958.png
86,166,165,108,122,46,33,12,15,112,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_959.png
86,139,161,110,124,39,62,48,24,108,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_960.png
88,161,168,105,138,29,55,44,13,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_961.png
91,145,138,114,119,62,54,54,42,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_962.png
96,128,118,101,127,36,70,66,56,92,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_963.png
97,160,140,107,151,24,40,36,23,102,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_964.png
92,143,134,114,128,39,52,34,24,103,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_965.png
86,149,145,110,136,32,60,49,27,105,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_966.png
97,141,126,107,123,55,58,56,46,100,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_967.png
94,141,122,107,121,48,67,64,56,96,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_968.png
92,161,151,100,129,45,48,44,28,107,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_969.png
92,135,132,110,113,41,62,57,23,106,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_970.png
97,144,138,105,110,27,63,55,30,92,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_971.png
106,133,134,100,147,18,67,62,37,101,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_972.png
98,146,134,103,145,12,56,58,29,104,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_973.png
96,145,147,109,134,27,38,38,10,116,C:/Users/Hampi/Desktop/portal_co/images_2_rs\img_974.png
